value,params_alpha,params_booster,params_colsample_bytree,params_gamma,params_grow_policy,params_lambda,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_params_labeled_ratio,params_params_missing_rate,params_params_scale_pos_weight,params_params_selftrain_max_iter,params_params_selftrain_threshold,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,params_user_attrs_decision_threshold,user_attrs_acc_test,user_attrs_acc_val,user_attrs_f1_test,user_attrs_f1_val,user_attrs_feature_fraction,user_attrs_labeled_ratio,user_attrs_missing_rate,user_attrs_pr_auc_test,user_attrs_pr_auc_val,user_attrs_prec_test,user_attrs_prec_val,user_attrs_rec_test,user_attrs_rec_val,user_attrs_resampling_strategy,user_attrs_roc_auc_test,user_attrs_roc_auc_val,user_attrs_sample_rows,user_attrs_user_attrs_decision_threshold,soft_risk_preference,soft_decision_speed,soft_train_rows
0.7741935483870968,60.53082080079022,dart,0.8333800304661316,4.375872112626925,lossguide,22.420123713724436,0.0036905100721932,10,8,8.663279761354557,700,forest,0.1790179586681417,0.0799158564216723,,9,0.9306341209673544,0.0355180290989434,weighted,0.0784163697313866,0.5067532150606222,0.4163687011907131,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.819960510663762,0.1790179586681417,0.08,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,undersample,0.5,0.5,0.989309171116382,0.4163687011907131,recall_pref,slow,337
0.7741935483870968,45.971478464161336,dart,0.4876063204590288,6.120957227224214,lossguide,0.5030416925289531,0.0001173553541027,0,8,7.126995609048578,600,forest,0.2779624422858038,0.043860151346232,0.7249023743090239,6,0.7632087704997071,0.3333833577228338,uniform,0.6035740826563435,0.7454562392827868,0.1657901919726093,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.8265541627326992,0.2779624422858038,0.05,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,none,0.5,0.5,0.7850983852089398,0.1657901919726093,balanced,balanced,268
0.7741935483870968,0.0003772162969353,dart,0.5749209613181613,0.9710127579306128,depthwise,10.657846106959465,0.0023115502886561,8,4,29.038868465087933,300,forest,0.5683518460005613,0.0064147496348784,1.668084541977012,7,0.9252536691516748,0.0195938961271603,weighted,0.2545262663187686,0.9811675720107168,0.664062172364408,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.5469702553792208,0.5683518460005613,0.0,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,none,0.5,0.5,0.707131497257335,0.664062172364408,recall_pref,fast,241
0.7741935483870968,1.1665388871103268,dart,0.788155217698076,8.289400292173632,depthwise,0.000106702073051,0.0147738523041945,6,4,0.114900690488732,400,forest,0.8435618256693674,0.0297436950855133,,10,0.842386056527218,0.2960209656359195,weighted,0.515026715211786,0.4160063785537319,0.5012978942881682,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.7906364363179293,0.8435618256693674,0.02,0.4790406512057329,0.4806143772750941,0.6228070175438597,0.631578947368421,1.0,1.0,oversample,0.2515558467081559,0.2394179894179894,0.8497396376587522,0.5012978942881682,recall_pref,fast,290
0.0,0.5106138305628326,gbtree,0.3083792513779602,6.60173537492685,lossguide,0.0055013039835233,0.0001177592591705,6,9,0.80301646482701,500,,0.4422784327390641,0.0653200819857133,,11,0.9121731742554852,,,,0.5430149607566129,0.699810811869559,0.3771929824561403,0.3684210526315789,0.0,0.0,0.6837809350239483,0.4422784327390641,0.08,0.6769146248843336,0.5992852618318795,0.0,0.0,0.0,0.0,oversample,0.5417622011136587,0.4265873015873016,0.7871626244247893,0.699810811869559,recall_pref,balanced,268
0.7741935483870968,0.0005532480566576,dart,0.8458551669800085,1.6249293467637482,depthwise,0.4935798091294874,0.0003571122895542,0,12,40.21408319922197,800,tree,0.0666696150145525,0.0359978064478363,0.566640996669681,6,0.8777941961750972,0.3487143865722818,weighted,0.408188414410262,0.8784065834577877,0.3484446470829646,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.5999982624482001,0.0666696150145525,0.05,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,none,0.5,0.5,0.505857042092501,0.3484446470829646,precision_pref,slow,172
0.0,0.4828316556556039,gbtree,0.6719279810836568,2.3789282137450862,depthwise,40.29804593258304,0.0198989410524927,4,4,5.391204002783814,200,,0.102226244291488,0.0186193005880336,0.8440819868725569,7,0.7520458189453423,,,,0.6285062424199667,0.6924166190391503,0.3771929824561403,0.3684210526315789,0.0,0.0,0.6271782408851965,0.102226244291488,0.02,0.6228070175438597,0.631578947368421,0.0,0.0,0.0,0.0,none,0.5,0.5,0.6049218744875611,0.6924166190391503,precision_pref,fast,206
0.0,87.50516426087297,gbtree,0.7304625624800807,5.365792111087222,depthwise,23.989862470391174,0.0325876835491455,8,3,2.296627356539994,200,,0.2961878313340721,0.0383463894171898,,6,0.8793163918693973,,,,0.3735175875187791,0.9437358238325056,0.3771929824561403,0.3684210526315789,0.0,0.0,0.9363253277236976,0.2961878313340721,0.05,0.6228070175438597,0.631578947368421,0.0,0.0,0.0,0.0,undersample,0.5,0.5,0.6600085754112339,0.9437358238325056,balanced,fast,225
0.7741935483870968,0.0017571969980104,gbtree,0.4993359842673804,5.1820071393066325,depthwise,0.0001425529825845,0.0008696059824411,6,10,0.4364514413946863,1000,,0.5588791806726581,0.0117531855962033,,6,0.6641479426749275,,,,0.5397483750012051,0.4882951550359755,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.6980298514036469,0.5588791806726581,0.02,0.5480406818086389,0.5512175589254155,0.6228070175438597,0.631578947368421,1.0,1.0,oversample,0.4339993449066491,0.3958333333333333,0.9319278029616156,0.4882951550359755,recall_pref,slow,318
0.0,59.10419019202215,dart,0.3926630239323574,5.521924699224066,depthwise,0.3212598215119175,0.2202075523354931,10,10,0.1779374270029323,800,forest,0.8972399342358487,0.087650524531659,,10,0.879720905573337,0.334958273295455,weighted,0.706637620820824,0.4337180214340391,0.8668022072924481,0.3771929824561403,0.3684210526315789,0.0,0.0,0.9746594112078408,0.8972399342358487,0.08,0.6228070175438597,0.631578947368421,0.0,0.0,0.0,0.0,undersample,0.5,0.5,0.9887475698722236,0.8668022072924481,balanced,slow,337
0.7741935483870968,0.0964602077608041,dart,0.494867684903694,9.818293898182532,lossguide,0.0741689007186338,0.0019248919990375,2,3,0.2782419336717048,700,tree,0.1692388712821846,0.0774047332698638,,10,0.6186995136253888,0.255659491273228,weighted,0.2018853260772653,0.7115780131189788,0.0211989094525304,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.6161170710854713,0.1692388712821846,0.08,0.7238980091855934,0.6823854168807569,0.6228070175438597,0.631578947368421,1.0,1.0,oversample,0.5700949885358664,0.5512566137566136,0.9532777496105896,0.0211989094525304,recall_pref,fast,325
0.0,14.56488443173752,gbtree,0.4162623241909717,4.205394666800984,depthwise,0.2209086633808476,0.0306115049210024,3,3,0.5446300872028187,200,,0.2130358655632127,0.0456140566800479,,5,0.8759909293072815,,,,0.7816354101690626,0.6930572968904876,0.3771929824561403,0.3684210526315789,0.0,0.0,0.6899634779500603,0.2130358655632127,0.05,0.6228070175438597,0.631578947368421,0.0,0.0,0.0,0.0,undersample,0.5,0.5,0.6310590746198391,0.6930572968904876,recall_pref,fast,215
0.7675675675675676,0.057429535353143,gbtree,0.8398367076564945,3.708527992178887,lossguide,0.0015216882288724,0.0149112284915108,3,6,0.6583634422487264,400,,0.663253259543454,0.0959433340833425,1.618031069340598,6,0.6971586342061181,,,,0.2356898410032912,0.3948221630161524,0.6228070175438597,0.6228070175438597,0.7675675675675676,0.7675675675675676,0.7680887473517259,0.663253259543454,0.1,0.6304232981926179,0.5613630381067438,0.6228070175438597,0.6283185840707964,1.0,0.9861111111111112,none,0.4674091057975761,0.3822751322751322,0.7887714744156877,0.3948221630161524,recall_pref,fast,269
0.0,0.024782888913965,gbtree,0.752020016152982,4.586039617685858,depthwise,2.2131243659012685,0.004898934617751,8,8,44.27149936432988,1000,,0.5818857487913164,0.0240020273379709,,8,0.900202925467744,,,,0.9232355143207662,0.9428369872960816,0.3771929824561403,0.3684210526315789,0.0,0.0,0.7290694136300214,0.5818857487913164,0.02,0.6228070175438597,0.631578947368421,0.0,0.0,0.0,0.0,oversample,0.5,0.5,0.8180305277235707,0.9428369872960816,recall_pref,slow,279
0.7741935483870968,0.0350101129053615,dart,0.8792306467428086,3.984342586196771,lossguide,0.0002378360657065,0.0003887490301459,3,11,7.703628251542054,1000,tree,0.0640454580021454,0.0869488530546632,2.057949487694828,5,0.7500785028743833,0.1783534452012714,weighted,0.0146956524153371,0.4069472535115261,0.256902168481171,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.5165372957377528,0.0640454580021454,0.08,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,none,0.5,0.5,0.9726507667395398,0.256902168481171,recall_pref,slow,332
0.7741935483870968,0.0284658772481142,dart,0.7110094058932235,9.742562128180502,lossguide,87.51248361872723,0.0002674071104278,0,3,7.168706146781598,300,forest,0.374491004437303,0.0424088988435849,,12,0.8900299200945081,0.3916172191569065,weighted,0.2595586475983445,0.3303635408372843,0.0550871646695509,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.7074284346667821,0.374491004437303,0.05,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,oversample,0.5,0.5,0.7586542586011444,0.0550871646695509,recall_pref,fast,259
0.0,0.003137041372223,dart,0.9607620888443154,2.965562650640299,lossguide,89.55038565050516,0.3838815773469024,0,12,51.861495564087015,900,forest,0.5021505117403353,0.0171853099047643,,10,0.9299042598942756,0.3653545495637381,weighted,0.7935481911004557,0.2847249239057858,0.8599436173532155,0.3771929824561403,0.3684210526315789,0.0,0.0,0.6188709130078194,0.5021505117403353,0.02,0.6228070175438597,0.631578947368421,0.0,0.0,0.0,0.0,oversample,0.5,0.5,0.6189036212695194,0.8599436173532155,recall_pref,slow,211
0.6369426751592356,0.0008205938052847,gbtree,0.3050314627786048,0.7086977818420837,depthwise,0.0057116842187761,0.4767148637002166,9,12,2.2670706161121985,800,,0.5468704490227737,0.0546884901669422,,8,0.6950784686621511,,,,0.5339890998368095,0.4036792646720066,0.5877192982456141,0.5,0.7044025157232704,0.6369426751592356,0.7033666729178741,0.5468704490227737,0.05,0.7145169658351891,0.6138099331722482,0.6363636363636364,0.5882352941176471,0.7887323943661971,0.6944444444444444,oversample,0.5466754012446774,0.4107142857142857,0.9838973358992508,0.4036792646720066,recall_pref,slow,336
0.7741935483870968,14.924894881878382,dart,0.4029140194054582,3.3350746579127533,depthwise,35.07135938710523,0.0087468145570901,3,6,17.856036655235922,400,forest,0.3854111628388959,0.0879234763031327,2.566296509826986,12,0.7856880250969736,0.3700487628088412,weighted,0.6124630330285433,0.2389522367804228,0.0977046541322421,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.5039420517542201,0.3854111628388959,0.08,0.6228070175438597,0.631578947368421,0.6228070175438597,0.631578947368421,1.0,1.0,none,0.5,0.5,0.8381212411387314,0.0977046541322421,recall_pref,fast,286
0.7717391304347826,1.4846361646055142,gbtree,0.959088816576406,1.1570323332709365,lossguide,0.290296275667789,0.0010771197016602,6,9,0.4258433297085861,500,,0.3505683826371282,0.0962770319840242,,5,0.8767940571295917,,,,0.7375657124766579,0.4431949249753267,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7717391304347826,0.7549035983107921,0.3505683826371282,0.1,0.6252291138760213,0.5397702068703181,0.6228070175438597,0.6339285714285714,1.0,0.9861111111111112,oversample,0.5080248935473305,0.3935185185185185,0.7943698049851441,0.4431949249753267,recall_pref,balanced,271
0.7741935483870968,0.000632075308945,dart,0.8974285878043944,8.869607812174175,lossguide,0.5163652520537522,0.0032937692680663,5,5,7.411122963983674,200,forest,0.8670880349188934,0.095214269729542,,10,0.6560806632120502,0.4616530339445815,uniform,0.7469076317430089,0.984464106229826,0.441458477772902,0.6228070175438597,0.631578947368421,0.7675675675675676,0.7741935483870968,0.7231972077416015,0.8670880349188934,0.1,0.6103847968191928,0.6237990810359232,0.6228070175438597,0.631578947368421,1.0,1.0,oversample,0.4094333442515558,0.3521825396825396,0.6945673385505928,0.441458477772902,recall_pref,fast,237
