path,label,mvtec_class,split,defect_type
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/000.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/001.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/002.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/003.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/004.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/005.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/006.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/007.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/008.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/009.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/010.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/011.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/012.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/013.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/014.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/015.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/016.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/017.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/018.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/019.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/020.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/021.png,0,cable,train_good,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/train/good/022.png,0,cable,train_good,good
