path,label,mvtec_class,split,defect_type
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/010.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/021.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/001.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/007.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/016.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/019.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/002.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/006.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/012.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/012.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/013.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/003.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/008.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/018.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/008.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/014.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/002.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/006.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/000.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/019.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/018.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/012.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/006.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/017.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/020.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/006.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/004.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/015.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/009.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/014.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/004.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/007.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/011.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/013.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/004.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/017.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/009.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_small/005.png,1,bottle,test,broken_small
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/015.png,1,bottle,test,contamination
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/broken_large/001.png,1,bottle,test,broken_large
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/good/013.png,0,bottle,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/bottle/test/contamination/001.png,1,bottle,test,contamination
